"ID","Language","AtLeastOneOpenResponse","Isolation","DP2","DP1","DP5","DP4","DP3","Erg2","Erg6","Erg4","Erg5","Erg3","Erg1","WHO5B3","WHO5B4","WHO5B5","WHO5B2","WHO5B1","WHO5S2","WHO5S3","WHO5S5","WHO5S1","WHO5S4","HPQB1","HPQB7","HPQB3","HPQB6","HPQB5","HPQB4","HPQB2","HPQB8","HPQS1","HPQS4","HPQS6","HPQS3","HPQS5","HPQS2","HPQS7","HPQS8","PerformanceOthers","PerB1item","PerS1item","RolesIncludeDeveloper","YearsOfExperience","YearsOfWorkFromHomeExperience","Fulltime","Coinhabitants","Age","Gender","Country","Education","OrganizationSize","Disabilities","OS1_y","OS1_h","OS2_y","OS2_h","OS3_y","OS3_h","OS4_y","OS4_h","OS5_y","OS5_h","OS6_y","OS6_h","OS7_y","OS7_h","OS8_y","OS8_h","OS9_y","OS9_h","OS10_y","OS10_h","OS11_y","OS11_h","OS12_y","OS12_h","OS13_y","OS13_h","OS14_y","OS14_h","OS15_y","OS15_h","OS16_y","OS16_h","OS17_y","OS17_h","OS18_y","OS18_h","OS19_y","OS19_h","OS20_y","OS20_h","OS21_y","OS21_h","OS22_y","OS22_h","COVIDStatus","AdultCohabitants","ChildCohabitants","FearResilience","PerRatioB","PerRatioS","DeltaWellbeing"
13,"French",1,2,0,4,4,4,1,3,1,1,3,2,-2,2,0,3,3,3,3,3,3,3,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,7,7,7,1,0.2,0,1,2,2,"Male","Belgium",3,4,0,1,0,0,1,1,0,0,1,,,1,0,,,,,1,0,,,1,0,,,,,,,,,,,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,-2.9,1,1,3
14,"French",1,2,4,4,4,4,3,1,-1,-1,-2,1,1,5,3,5,4,4,5,5,5,4,5,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,8,8,9,0,0.9,0.3,1,6,5,"Male","Belgium",3,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,,,1,0,,,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,2,3,2,-2.3,1,1.125,3
15,"French",1,2,0,4,4,4,3,2,3,2,-1,3,1,4,2,4,4,4,5,3,2,4,4,3,0,0,1,0,1,1,2,3,2,2,1,1,1,0,1,6,8,7,1,0.2,0,1,2,3,"Male","Belgium",3,4,0,1,1,0,1,,,0,1,0,1,1,1,0,1,0,1,1,1,,,1,1,,,,,,,,,,,1,0,1,1,1,1,1,1,,,1,1,0,1,0,-3.1,1.33333333333333,1.16666666666667,0
16,"French",1,2,2,3,3,4,2,2,1,3,1,3,1,4,3,3,4,3,4,4,3,4,5,3,0,3,2,1,2,1,1,3,1,1,3,1,1,0,1,8,8,9,1,0.4,0,1,2,3,"Male","Belgium",3,3,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,-1.9,1,1.125,3
17,"French",0,2,2,4,4,4,3,3,3,3,1,1,2,4,4,4,4,4,4,4,4,4,3,3,0,2,2,2,0,0,1,3,0,1,2,0,0,0,1,6,6,7,1,0.1,0,1,3,2,"Male","Belgium",3,3,0,,,,,1,0,1,0,1,0,1,0,1,0,,,1,0,,,1,0,1,0,1,0,,,,,,,1,0,1,0,,,,,,,,,2,2,0,-2.3,1,1.16666666666667,-1
18,"French",1,2,4,3,3,4,2,2,3,3,3,3,2,2,2,3,2,3,2,3,3,2,3,,1,0,1,1,0,,1,2,0,0,0,0,0,1,1,7,8,9,0,2.9,0.7,0,3,8,"Female","Belgium",2,3,0,,,,,,,1,0,,,,,,,0,1,1,0,,,0,1,1,0,,,,,,,,,,,1,0,1,0,1,0,,,1,0,0,2,0,-1.1,1.14285714285714,1.28571428571429,1
19,"French",1,2,0,4,4,4,1,2,3,3,2,2,-2,3,1,2,4,4,4,2,3,4,4,2,0,2,2,2,3,1,-1,1,3,3,1,3,2,2,-2,7,4,3,0,0.25,0.2,1,3,3,"Male","Belgium",3,4,0,0,1,0,1,1,1,0,1,,,,,1,1,0,1,1,1,,,,,,,,,0,1,0,1,,,,,1,1,1,1,,,,,1,1,0,1,1,-0.9,0.571428571428571,0.428571428571429,3
20,"French",0,2,0,3,4,3,2,3,2,3,1,3,1,2,2,3,4,4,4,4,3,4,4,1,0,1,2,1,1,1,1,2,1,2,1,0,1,0,1,6,7,7,1,0.5,0.2,1,1,3,"Male","Belgium",3,3,0,,,1,1,1,1,,,,,,,0,1,,,1,1,,,,,1,1,,,,,,,1,1,,,1,1,,,,,,,,,0,0,0,-2.5,1.16666666666667,1.16666666666667,4
21,"French",1,3,3,0,4,3,,3,1,3,2,3,2,3,5,4,3,3,4,4,3,5,5,4,0,0,2,0,2,0,2,3,2,1,0,0,2,0,1,6,7,7,1,1,0.3,1,2,4,"Male","Belgium",3,4,0,1,1,,,1,1,1,1,1,1,0,1,1,1,,,1,1,0,1,1,0,1,0,,,,,0,1,,,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,,1.16666666666667,1.16666666666667,3
22,"French",1,2,0,3,4,,2,2,-2,2,2,-2,-2,3,2,3,4,4,4,2,3,4,4,1,1,3,2,3,1,2,0,1,3,3,3,3,3,0,-2,3,6,4,1,0.4,0,1,1,3,"Male","Belgium",3,4,0,,,0,1,0,1,0,1,1,0,1,0,,,0,1,1,0,,,1,0,1,0,,,,,,,,,0,1,0,1,,,0,1,,,,,1,0,0,-2.3,2,1.33333333333333,1
23,"French",1,2,2,3,4,4,2,3,1,3,2,3,-1,4,4,4,3,4,2,4,4,4,2,2,2,1,1,1,1,2,0,2,1,2,2,1,2,2,0,6,6,6,1,0,0,1,2,2,"Female","Belgium",3,1,0,1,1,,,1,1,0,1,1,1,0,1,0,1,0,1,,,,,1,1,,,,,,,0,1,0,1,0,1,,,,,0,1,0,1,,,0,1,0,-1.7,1,1,-3
24,"French",1,2,,2,4,4,4,3,3,3,3,3,-1,4,5,5,4,5,5,2,0,1,2,4,0,3,2,1,1,0,0,2,2,2,2,2,2,2,1,5,5,3,1,0.5,0,1,3,2,"Male","Belgium",3,1,0,,,,,0,1,0,1,1,1,,,,,0,1,1,1,,,,,1,1,1,1,,,,,,,,,1,1,0,1,1,1,0,1,1,1,0,2,0,-4.1,1,0.6,-13
25,"French",0,2,3,2,4,4,0,2,3,2,3,3,-1,4,3,4,4,4,5,4,4,4,5,2,0,1,2,1,1,1,0,2,0,0,1,1,1,0,1,8,7,8,1,0.2,0.2,1,3,3,"Male","Belgium",3,3,0,,,0,1,,,1,1,1,1,1,1,1,1,,,1,1,,,1,1,1,1,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,0,3,1,1,-2.5,0.875,1,3
26,"French",0,2,,3,3,3,,2,2,2,2,2,2,3,2,4,2,3,4,4,2,4,4,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,6,8,8,0,1,0.5,1,2,5,"Male","Belgium",3,1,0,0,1,,,1,0,,,0,1,,,1,0,,,1,0,,,1,0,1,0,1,0,,,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,,1.33333333333333,1.33333333333333,4
27,"French",0,2,4,4,4,4,2,3,2,3,1,2,1,4,4,4,4,4,4,3,3,3,4,2,1,1,1,1,1,1,2,3,2,1,1,2,1,1,2,9,9,8,0,0.5,0.3,1,2,3,"Female","Belgium",3,3,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,-2.7,1,0.888888888888889,-3
28,"French",1,2,0,4,4,4,3,-1,3,3,3,3,-1,4,4,5,4,5,4,3,5,4,3,2,1,0,2,0,2,1,0,0,0,2,2,0,0,0,0,9,9,7,1,1.2,1.2,0,5,5,"Female","Belgium",2,4,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,3,-1.8,1,0.777777777777778,-3
29,"French",1,2,2,4,4,4,2,1,1,3,2,3,2,3,3,4,4,4,3,4,3,3,4,3,0,1,1,0,1,1,2,2,1,2,2,1,1,0,1,7,9,8,1,0.3,0,1,3,3,"Male","Belgium",3,4,0,1,1,,,1,1,0,1,1,0,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,,,0,1,,,0,1,1,1,1,1,1,1,,,1,1,3,2,0,-1.2,1.28571428571429,1.14285714285714,-1
30,"French",1,2,0,4,3,3,0,3,-3,2,-2,-2,1,2,3,4,3,4,4,1,1,4,3,0,0,2,1,2,2,0,-1,0,2,1,2,1,0,2,0,6,7,6,0,,0,1,1,3,"Male","France",4,3,0,0,1,,,,,1,0,1,1,1,1,0,1,1,1,1,1,,,1,1,1,1,0,1,,,,,,,,,,,,,,,,,0,1,3,0,0,0.3,1.16666666666667,1,-3
31,"French",1,2,4,4,4,4,3,3,2,3,2,2,3,3,2,5,4,4,3,3,1,3,4,3,0,0,1,2,2,1,2,3,1,2,1,1,1,2,2,4,8,8,0,0.9,0.9,1,2,4,"Male","Belgium",4,2,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,,,,,0,1,,,0,1,1,0,1,0,1,0,1,0,1,0,3,1,0,-1.8,2,2,-4
32,"French",0,2,0,4,2,3,2,3,1,3,3,3,-1,2,0,3,1,2,3,3,3,3,3,1,1,4,4,4,4,4,-2,2,2,1,2,1,2,1,0,9,5,7,1,0.5,0,0,1,3,"Male","Belgium",2,3,2,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,,,1,0,1,0,,,,,,,1,0,1,0,,,0,1,,,0,1,,,0,0,0,-2.6,0.555555555555556,0.777777777777778,7
33,"French",1,3,4,4,4,4,0,2,2,2,2,2,2,4,4,4,4,4,2,2,5,5,2,0,2,3,2,1,2,3,0,0,2,3,3,0,3,3,0,5,4,4,1,1,0,0,4,4,"Female","Belgium",3,4,0,1,0,,,1,0,,,0,1,1,0,,,,,1,0,,,1,0,1,0,,,,,,,,,1,0,1,0,1,0,1,0,,,1,0,2,1,2,-2.2,0.8,0.8,-4
34,"French",1,2,1,3,3,4,1,1,2,2,2,1,2,4,4,4,4,4,2,4,4,2,4,2,0,1,1,1,0,1,2,3,0,1,0,1,1,1,3,4,8,9,1,0.5,0.1,1,2,4,"Male","Belgium",3,3,0,1,1,0,1,,,0,1,1,1,1,1,0,1,,,1,1,,,1,1,1,1,,,,,,,,,,,1,1,1,1,1,1,,,1,1,0,1,0,-3.4,2,2.25,-4
35,"French",1,2,3,4,4,3,2,-1,-1,3,2,2,-2,3,3,4,2,3,2,3,3,2,4,2,0,1,1,1,1,1,1,1,3,3,2,3,2,1,0,8,8,6,0,0.2,0.2,1,4,3,"Female","Belgium",3,4,0,1,0,1,0,1,1,,,1,0,1,0,1,0,0,1,1,0,,,1,0,,,,,,,,,0,1,0,1,1,1,1,0,,,1,0,1,0,2,3,0,-2.4,1,0.75,-1
36,"French",1,2,0,3,0,4,0,2,2,1,2,1,2,4,4,4,4,4,4,3,3,4,3,1,1,1,1,1,1,1,0,1,1,2,2,1,2,1,-1,7,8,6,1,0.2,0,1,1,3,"Male","France",3,4,0,1,0,,,,,,,1,0,1,0,1,0,,,1,0,,,1,0,1,0,,,,,,,,,,,1,0,,,,,,,,,1,0,0,-3.1,1.14285714285714,0.857142857142857,-3
37,"French",1,2,2,3,4,4,2,-1,1,3,3,1,1,3,3,4,3,3,4,4,5,4,5,2,0,0,1,1,0,1,1,2,1,1,1,1,1,1,1,7,7,8,1,0.2,0,1,2,3,"Male","Belgium",3,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,-1.4,1,1.14285714285714,6
38,"French",1,2,2,4,4,4,1,3,2,3,1,3,3,3,3,4,4,3,4,4,4,4,4,3,1,1,2,1,1,1,2,3,0,1,0,1,1,1,2,7,8,8,1,1,0.4,1,2,4,"Male","Belgium",3,1,0,1,1,,,,,,,,,,,,,,,1,1,,,1,1,1,1,,,,,,,,,1,1,1,1,1,1,,,,,1,1,2,1,0,-3.1,1.14285714285714,1.14285714285714,3
39,"French",1,2,2,4,3,4,1,2,-1,3,3,3,2,4,4,4,5,4,5,4,2,3,5,3,1,0,1,0,0,1,1,2,1,2,0,1,2,1,0,7,8,6,1,0.2,0.1,1,2,3,"Male","Belgium",3,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,,,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,-1,1.14285714285714,0.857142857142857,-2
40,"French",0,2,4,3,3,3,4,-1,2,3,2,2,-1,3,4,3,3,3,2,2,4,2,3,3,0,2,2,1,0,2,1,2,0,3,2,2,2,0,0,6,8,6,1,0.1,0.1,1,2,3,"Male","Belgium",3,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,0,1,1,1,,,,,,,,,0,1,1,1,,,,,,,1,1,0,1,0,-2.3,1.33333333333333,1,-3
41,"French",0,2,3,4,3,4,2,1,1,3,2,1,-1,3,3,4,5,4,5,4,4,4,4,3,0,0,1,1,2,0,1,3,1,1,0,0,0,0,2,7,8,8,1,0.8,0.3,1,4,4,"Male","Belgium",3,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,2,-2,1.14285714285714,1.14285714285714,2
42,"French",1,2,4,1,0,4,2,-1,-2,2,1,-1,-3,2,1,4,3,3,0,1,3,1,1,2,0,1,2,2,3,2,2,1,3,4,1,4,2,1,0,5,10,7,1,0.5,0.3,1,3,3,"Male","Belgium",3,6,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,,,1,0,1,0,,,0,1,0,1,,,0,1,1,0,,,1,0,0,1,1,0,2,1,1,-0.8,2,1.4,-7
43,"French",1,1,4,4,2,4,3,3,3,3,3,3,3,2,1,4,3,3,5,4,3,3,5,2,1,2,2,2,1,1,1,1,2,3,2,0,2,0,0,6,7,5,1,0.3,0,1,2,3,"Male","Belgium",3,4,0,1,0,,,,,,,,,1,0,1,0,,,1,0,,,,,1,0,,,,,,,,,,,1,0,1,0,1,0,,,,,0,1,0,0.8,1.16666666666667,0.833333333333333,7
44,"French",1,2,,3,4,4,3,-1,-1,3,1,3,-3,4,4,4,4,4,2,2,3,3,2,1,0,1,2,1,2,3,0,2,1,3,1,2,2,0,0,8,8,7,0,1.6,0.4,1,3,5,"Male","Belgium",3,4,0,1,0,,,1,0,,,1,0,1,0,,,1,0,1,0,,,,,1,0,,,,,,,,,,,,,,,,,1,0,,,0,1,1,-2.7,1,0.875,-8
45,"French",1,2,4,1,4,3,0,-1,-1,2,3,-1,-3,3,1,3,3,3,2,2,2,3,2,1,0,2,2,2,0,1,0,2,0,3,2,1,2,0,-1,5,5,3,1,0.2,0.2,1,2,3,"Male","Belgium",3,4,0,,,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,,,,,1,0,0,1,0,1,1,1,0,1,,,,,1,1,2,1,0,-2,1,0.6,-2
46,"French",0,2,1,3,3,3,2,1,1,1,1,2,-1,3,3,3,3,4,4,3,4,3,4,2,0,1,2,1,1,1,0,2,1,2,2,1,1,1,0,7,8,7,1,0.4,0.1,1,1,3,"Male","Belgium",3,4,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,,,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,-2.4,1.14285714285714,1,2
47,"French",0,2,0,2,4,3,1,2,-2,3,1,3,-3,5,4,5,5,5,4,3,0,4,3,,,1,,,,,,,,,,,,,,7,7,7,1,0.2,0,1,0,3,"Male","Belgium",3,4,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,,,1,0,1,0,0,1,,,,,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,,0,-0.3,1,1,-10
48,"French",1,3,1,0,3,4,1,-1,-1,1,1,1,-1,3,2,4,2,3,4,4,3,4,4,3,1,1,2,1,2,2,2,3,1,2,2,1,2,1,2,7,8,8,0,1,0.5,1,4,5,"Female","Belgium",3,4,0,,,,,,,0,1,1,0,1,0,1,0,1,0,1,0,,,1,0,1,0,1,0,,,,,,,,,1,0,1,0,1,0,,,1,0,1,1,2,-0.5,1.14285714285714,1.14285714285714,5
49,"French",1,2,0,1,3,3,0,3,2,3,3,3,2,4,2,4,4,4,4,4,4,4,2,2,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,7,7,7,1,0.2,0,1,1,2,"Male","Belgium",0,4,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,-1.6,1,1,0
50,"French",0,2,3,3,2,3,0,2,-3,2,-2,2,-3,4,3,3,3,3,4,4,4,4,5,2,2,1,2,1,1,1,2,2,2,3,2,2,2,2,0,8,10,5,1,0.7,0,1,2,3,"Male","Belgium",3,3,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,,,1,0,1,0,1,0,,,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,-1.1,1.25,0.625,5
51,"French",1,2,1,3,3,4,2,3,3,3,3,3,-1,3,3,4,4,4,3,3,4,3,3,1,0,1,1,1,2,1,1,2,2,2,2,3,2,1,-1,7,8,6,1,0.3,0.01,0,3,3,"Male","Belgium",3,3,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,,,1,1,,,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,0,1,,,0,2,0,-3.1,1.14285714285714,0.857142857142857,-2
52,"French",1,2,0,2,1,4,0,3,2,2,3,3,1,3,2,4,4,4,4,1,1,3,2,2,0,1,2,1,1,1,1,1,1,2,2,3,1,0,0,7,7,6,1,0.7,0,1,1,4,"Male","Luxembourg",3,4,0,0,1,0,1,,,,,,,,,1,0,,,1,0,,,1,0,1,0,,,,,,,,,1,0,1,0,0,1,,,0,1,,,1,0,0,-3.6,1,0.857142857142857,-6
53,"French",0,2,0,3,1,4,0,2,-2,-2,-2,1,1,0,0,1,0,1,3,3,4,3,3,2,3,2,2,3,3,1,0,2,2,2,0,2,2,1,-1,5,5,5,1,0.2,0,1,2,4,"Male","France",3,6,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,,1,1,14
54,"French",1,3,2,4,4,4,3,3,1,3,-1,2,2,3,2,3,2,2,3,2,3,3,3,3,0,0,3,0,1,0,3,3,0,1,0,0,1,0,3,5,9,9,1,1,0.1,1,2,4,"Male","France",3,2,0,1,0,0,1,,,0,1,,,1,0,1,0,,,1,0,,,1,0,1,0,1,0,,,,,,,,,1,0,1,0,1,0,1,0,1,0,0,,,-2.6,1.8,1.8,2
55,"French",0,2,3,2,3,3,0,2,2,2,2,2,1,4,3,4,3,3,5,5,5,5,5,2,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,7,8,8,1,1,0.9,1,2,4,"Male","Belgium",3,2,0,1,0,,,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,,,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,-2.3,1.14285714285714,1.14285714285714,8
56,"French",1,2,2,4,4,4,3,1,1,1,-2,2,-1,4,3,4,3,4,3,4,2,4,4,3,1,2,3,1,2,1,2,3,1,1,1,2,1,2,2,7,8,8,1,0.3,0.1,1,2,3,"Male","Belgium",3,2,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,3,1,0,-0.6,1.14285714285714,1.14285714285714,-1
57,"French",0,2,3,3,2,3,0,2,-3,2,-2,2,-3,4,3,3,3,3,4,4,4,4,5,2,2,1,2,1,1,1,2,2,2,3,2,2,2,2,0,8,10,5,1,0.7,0,1,2,3,"Male","Belgium",3,3,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,,,1,0,1,0,1,0,,,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,-1.1,1.25,0.625,5
58,"French",1,2,0,,,3,,3,3,3,3,3,3,1,0,2,2,2,5,5,5,5,5,2,1,4,3,3,1,3,0,4,0,1,0,1,1,1,2,7,9,9,1,0.2,0,1,5,3,"Male","Belgium",2,4,,1,0,0,1,0,1,0,1,,,1,0,0,1,0,1,1,0,,,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,4,0,2.1,1.28571428571429,1.28571428571429,18
59,"French",1,2,3,4,4,4,3,3,3,3,3,3,3,4,3,3,4,4,4,5,4,4,4,3,2,2,2,1,2,2,0,2,1,1,1,1,1,1,0,8,7,8,0,1.1,0.2,1,2,5,"Male","Belgium",3,4,0,,,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,,,1,0,1,0,1,0,,,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,-1.9,0.875,1,3
60,"French",1,2,2,4,4,4,3,1,1,2,1,2,1,4,4,4,4,4,3,3,3,4,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,7,9,8,0,2.5,1.5,1,5,7,"Male","Belgium",4,2,0,,,1,0,,,1,0,1,0,1,0,1,0,,,1,0,,,1,0,1,0,1,0,,,,,,,,,1,0,,,1,0,,,,,1,4,0,-1.1,1.28571428571429,1.14285714285714,-4
61,"French",0,2,3,3,4,4,1,2,-1,3,1,1,1,4,4,4,3,3,1,2,3,1,2,2,2,1,2,2,1,,0,2,2,2,2,2,2,2,0,6,7,6,0,1.4,1.4,1,4,5,"Male","Belgium",4,2,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,2,2.4,1.16666666666667,1,-9
62,"French",1,2,1,3,3,4,1,3,1,2,2,3,2,3,4,4,3,3,4,4,4,4,4,4,2,2,2,2,1,0,3,4,1,0,1,1,0,1,3,7,9,10,1,2,0,1,4,6,"Male","Belgium",3,2,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,,,,,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,3,0,-2.4,1.28571428571429,1.42857142857143,3
63,"French",1,2,4,2,4,4,3,3,3,3,3,3,3,3,1,2,2,3,4,3,2,4,5,2,0,0,2,0,1,1,0,3,0,1,1,0,1,1,1,6,9,9,0,2.5,2,1,3,7,"Male","France",3,2,0,1,0,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,,1,0,1,0,,,,,,,,,1,0,1,0,,,1,0,0,1,1,0,0,2,0,-2.2,1.5,1.5,7
64,"French",0,2,3,3,2,4,0,1,1,3,-1,3,1,4,4,4,4,5,4,4,4,4,4,1,3,1,1,0,1,1,0,1,1,1,1,1,1,3,0,9,9,6,0,1,2,1,3,8,"Male","Belgium",4,2,0,,,,,,,,,1,0,,,,,,,1,0,1,0,,,1,0,,,,,,,,,1,0,1,0,,,,,,,,,3,2,0,-0.7,1,0.666666666666667,-1
65,"French",0,2,4,3,4,4,3,1,1,1,-1,2,-1,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,2,3,1,1,1,1,1,2,2,6,5,9,1,1.5,0,1,1,5,"Male","Belgium",3,2,0,0,1,0,1,,,1,0,,,,,1,0,0,1,0,1,,,,,1,0,,,0,1,0,1,,,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1.5,0.833333333333333,1.5,0
66,"French",0,2,2,3,4,3,0,3,2,1,-1,2,1,3,2,4,4,4,3,4,3,3,4,3,2,2,2,0,2,1,2,2,1,2,1,0,1,1,2,7,7,7,1,0.6,0,1,2,3,"Male","Belgium",2,3,0,1,1,0,1,,,1,1,1,1,1,1,1,1,0,1,1,1,,,,,1,1,1,1,,,0,1,,,0,1,1,1,1,1,1,1,,,1,1,0,1,0,-2,1,1,0
67,"French",0,2,0,3,4,4,2,-1,2,2,3,2,-1,3,2,4,4,4,3,3,2,3,4,2,0,3,3,2,2,1,1,3,1,2,2,1,1,0,2,6,7,8,0,0.6,0.2,1,2,4,"NB","Belgium",3,4,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,-2.5,1.16666666666667,1.33333333333333,-2
68,"French",0,2,3,4,2,4,3,2,-1,2,-2,1,-2,2,1,4,3,3,4,4,4,4,4,2,0,1,2,2,1,1,0,2,2,2,2,1,1,0,0,8,8,7,0,0.2,0.2,1,3,3,"Female","Belgium",3,2,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,,,1,0,,,1,0,1,0,1,0,,,,,,,0,1,1,0,1,0,,,,,1,0,0,2,0,-2.6,1,0.875,7
69,"French",1,3,3,2,1,4,3,-1,-1,2,-1,3,-2,1,1,1,1,0,1,0,0,1,0,3,0,0,0,0,0,1,1,2,1,2,1,0,2,0,1,4,6,4,1,1,0.3,1,4,4,"Male","Belgium",4,2,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,,,1,0,1,1,1,0,,,0,1,,,,,1,1,,,0,1,,,0,1,0,1,2,-2.8,1.5,1,-2
70,"French",0,2,4,4,3,4,2,3,3,3,3,3,1,4,3,4,2,3,3,2,1,3,4,3,2,2,2,1,1,1,2,3,1,1,1,1,1,2,2,6,8,9,1,1.1,0,1,2,4,"Male","Germany",4,5,0,1,0,,,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,,,,,,,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,-2.3,1.33333333333333,1.5,-3
71,"French",1,2,0,2,3,2,,2,3,3,-1,2,-1,4,2,3,5,4,5,4,4,4,2,1,0,2,2,1,2,2,0,1,1,2,2,1,3,0,0,7,6,5,0,0.1,0.1,1,3,2,"Male","Belgium",3,2,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,,,,,,,0,1,0,1,1,0,,,1,0,,,1,0,0,2,0,-4.1,0.857142857142857,0.714285714285714,1
72,"French",0,2,0,1,4,4,0,3,,3,3,3,2,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,0,2,1,2,1,1,1,1,0,8,8,8,0,2,0,1,4,7,"Male","France",3,4,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,2,1,-3,1,1,0
73,"French",1,2,1,3,4,4,0,2,-1,-1,-2,1,2,4,2,5,3,3,4,4,5,5,5,2,0,2,1,0,1,0,2,3,1,0,2,0,1,0,2,7,8,8,1,0.3,0,1,8,3,"Male","Switzerland",3,2,0,1,1,1,1,1,1,,,0,1,1,0,1,1,1,0,1,1,,,1,0,1,1,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,0,7,0,-3.1,1.14285714285714,1.14285714285714,6
