"ID","Language","AtLeastOneOpenResponse","COVIDStatus5","COVIDStatus4","COVIDStatus3","COVIDStatus2","COVIDStatus1","COVIDStatus0","Isolation","DP2","DP1","DP5","DP4","DP3","Erg2","Erg6","Erg4","Erg5","Erg3","Erg1","WHO5B3","WHO5B4","WHO5B5","WHO5B2","WHO5B1","WHO5S2","WHO5S3","WHO5S5","WHO5S1","WHO5S4","HPQB1","HPQB7","HPQB3","HPQB6","HPQB5","HPQB4","HPQB2","HPQB8","HPQS1","HPQS4","HPQS6","HPQS3","HPQS5","HPQS2","HPQS7","HPQS8","PerformanceOthers","PerB1item","PerS1item","RolesIncludeDeveloper","YearsOfExperience","YearsOfWorkFromHomeExperience","Fulltime","Age","Gender","Country","Education","OrganizationSize","Disabilities","COVIDStatus","AdultCohabitants","ChildCohabitants","FearResilience"
71,"French",1,0,0,0,0,0,1,3,1,3,4,3,NA,5,6,6,3,5,3,5,3,4,6,5,6,5,5,5,3,2,1,3,3,2,3,3,4,2,2,3,3,2,4,1,4,7,6,5,0,1,1,1,2,"Male","Belgium",3,2,0,0,2,0,-4.1
72,"French",0,0,0,0,0,0,1,3,1,2,5,5,1,6,NA,6,6,6,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,3,4,3,2,3,2,2,2,2,4,8,8,8,0,20,0,1,7,"Male","France",3,4,0,0,2,1,-3
73,"French",1,0,0,0,0,0,1,3,2,4,5,5,1,5,3,3,2,4,5,5,3,6,4,4,5,5,6,6,6,3,1,3,2,1,2,1,6,4,2,1,3,1,2,1,6,7,8,8,1,3,0,1,3,"Male","Switzerland",3,2,0,0,7,0,-3.1
74,"French",0,0,0,0,0,0,1,3,4,4,3,4,1,5,1,5,2,5,1,5,4,4,4,4,5,5,5,5,6,3,3,2,3,2,2,2,6,3,3,4,3,3,3,3,4,8,10,5,1,7,0,1,3,"Male","Belgium",3,3,0,0,1,0,-1.1
75,"French",0,0,0,0,0,0,1,3,3,5,3,5,1,5,6,6,6,4,2,4,3,4,4,4,2,1,1,2,6,1,2,1,2,1,2,1,4,1,2,4,3,4,2,2,3,8,8,6,1,0,0,1,2,"Male","Belgium",3,4,0,0,0,0,-0.7
76,"French",1,0,0,0,0,0,0,3,4,1,5,5,2,5,2,3,4,5,4,4,4,4,5,4,3,4,4,5,5,3,2,2,3,3,2,3,5,3,2,2,2,3,2,3,5,7,8,7,0,10,0,1,4,"Male","Belgium",3,4,0,0,0,0,NA
77,"French",1,0,0,0,0,0,1,3,2,4,5,5,NA,4,3,6,1,5,4,5,5,6,5,5,5,4,3,3,6,3,1,2,2,2,2,2,5,2,3,3,3,3,3,3,3,7,8,6,1,1,0,1,2,"Male","Belgium",3,1,0,0,1,0,-1.8
78,"French",0,0,0,0,0,0,1,3,4,4,3,4,1,5,1,5,2,5,1,5,4,4,4,4,5,5,5,5,6,3,3,2,3,2,2,2,6,3,3,4,3,3,3,3,4,8,10,5,1,7,0,1,3,"Male","Belgium",3,3,0,0,1,0,-1.1
79,"French",1,0,0,0,1,1,0,3,2,5,4,5,3,6,6,6,5,5,6,6,5,6,3,5,6,3,4,4,6,4,5,2,3,2,2,2,5,3,2,2,4,2,3,3,6,7,6,7,1,1,0,1,2,"Male","Belgium",3,4,0,2,1,0,-2.1
80,"French",0,0,0,0,0,0,1,3,NA,2,1,5,1,4,3,4,5,6,3,4,4,4,4,4,4,4,4,4,4,5,1,1,2,1,1,1,7,5,1,2,1,1,1,1,7,10,10,10,0,13,0,1,5,"Male","Belgium",3,4,0,0,1,1,NA
81,"French",0,0,0,0,0,0,1,4,4,5,5,5,4,5,5,5,6,5,6,6,6,6,5,6,6,5,5,5,4,4,4,4,4,4,4,4,5,5,4,3,5,3,3,3,7,8,7,10,1,9,1,1,5,"Male","Tunisia",3,2,0,0,2,2,NA
82,"French",1,0,0,0,0,1,0,3,3,5,5,5,3,2,5,6,6,6,2,5,4,6,5,5,5,5,5,5,5,4,1,1,1,2,2,2,6,4,2,2,1,1,1,1,6,5,8,8,1,6,3,1,4,"Male","Belgium",3,3,0,1,1,2,-2.6
83,"French",1,0,0,0,0,0,1,3,5,4,5,4,1,6,4,5,3,5,6,6,6,6,5,6,5,6,6,6,6,4,1,2,3,2,3,2,6,4,2,2,2,2,2,1,5,7,8,8,1,9,0,1,5,"Male","Belgium",3,3,0,0,1,0,-0.1
1,"Japanese",1,0,0,0,0,0,1,3,5,5,5,4,4,4,2,5,2,6,4,6,6,6,4,6,5,6,6,6,6,4,4,3,2,2,3,2,7,4,3,3,3,3,2,3,7,5,10,9,1,10,3,1,4,"Male","Japan",2,1,0,0,1,0,0.4
2,"Japanese",1,0,0,0,0,0,1,3,NA,4,4,5,2,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,2,1,1,2,2,2,7,4,1,2,1,2,1,2,7,4,8,9,1,7,1,1,3,"Male","Japan",2,3,0,0,NA,NA,NA
3,"Japanese",1,0,0,0,0,0,1,3,3,2,5,4,1,5,4,5,3,4,1,5,4,2,4,4,4,2,2,2,2,4,2,2,2,1,2,2,6,4,2,2,2,2,2,2,5,4,8,7,0,30,0.1,1,9,"Male","Japan",4,3,0,0,1,0,-2
4,"Japanese",1,0,0,0,0,0,1,3,5,4,3,5,2,6,6,6,6,6,6,5,3,6,6,5,4,3,3,3,3,4,1,2,2,2,3,1,6,2,3,1,3,2,3,2,4,6,8,6,1,7,4,1,4,"Male","Japan",3,2,0,0,0,0,1.4
5,"Japanese",1,0,0,0,0,0,1,3,3,5,5,4,5,5,2,5,3,3,5,6,4,6,6,6,6,5,6,6,5,4,1,3,3,2,2,2,7,5,2,2,2,2,2,1,7,6,8,9,0,16,1,1,5,"Male","Japan",2,2,0,0,1,2,-4.1
6,"Japanese",1,0,0,0,0,0,1,3,2,5,1,4,5,6,3,6,6,6,5,3,4,4,4,4,6,5,4,6,5,2,1,1,2,1,1,4,4,3,2,2,2,1,4,1,4,7,5,5,1,10,0,1,4,"Male","Japan",2,4,0,0,0,0,-0.7
7,"Japanese",0,0,0,0,0,0,1,3,3,3,1,2,2,6,6,6,6,6,3,3,2,3,3,3,4,4,3,4,4,3,3,3,3,3,2,3,3,3,3,4,4,4,3,2,3,8,7,5,1,15,3,1,5,"Male","Japan",2,3,0,0,0,0,3.7
8,"Japanese",1,0,0,0,0,0,1,3,3,5,3,4,1,5,2,6,6,6,4,4,4,4,3,4,3,3,4,4,4,3,4,3,4,3,3,3,5,3,4,4,4,3,3,4,4,8,8,4,1,10,2,1,5,"Male","Japan",3,3,0,0,1,1,-1
9,"Japanese",1,0,0,0,0,0,1,3,4,5,5,5,4,6,6,6,6,6,5,6,5,5,5,5,4,4,3,5,5,4,4,4,5,5,3,2,7,2,4,2,4,5,4,3,4,4,8,4,1,12,0.2,1,5,"Male","Japan",3,3,0,0,1,0,-2.9
10,"Japanese",0,0,0,0,0,0,1,3,5,4,2,5,4,6,6,6,6,6,5,2,5,4,3,2,5,5,3,5,4,4,2,2,3,3,3,2,7,3,4,2,1,4,2,4,6,4,9,7,0,10,10,1,5,"Male","Japan",4,6,0,0,0,0,NA
11,"Japanese",0,0,0,0,1,0,0,3,5,4,5,5,2,6,4,6,6,6,3,4,5,6,6,6,3,1,2,3,3,3,3,3,3,3,4,3,5,2,4,4,4,4,4,4,3,6,7,2,1,13,5,1,5,"Male","Japan",2,3,0,2,2,3,-0.2
12,"Japanese",1,0,0,0,0,0,1,3,4,3,4,5,4,6,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,7,3,3,3,3,3,1,3,7,8,10,7,1,18,4,1,5,"Male","Japan",1,1,0,0,1,2,NA
13,"Japanese",1,0,0,0,0,0,1,3,4,5,5,5,2,5,3,5,6,5,3,2,5,5,5,5,5,2,5,5,5,3,2,3,3,4,4,3,4,3,4,4,4,4,3,4,4,5,8,5,1,10,1,1,5,"Male","Japan",4,3,0,0,1,1,1
14,"Japanese",0,0,0,0,0,0,1,3,4,1,3,4,1,6,4,6,6,6,3,6,5,6,5,5,2,2,6,1,3,2,1,2,2,2,3,2,2,1,5,4,3,5,4,1,1,5,3,1,1,1,0,1,3,"Male","Japan",3,1,0,0,0,0,NA
15,"Japanese",1,0,0,0,0,0,1,3,3,5,4,5,4,3,3,5,3,5,3,6,6,6,6,6,6,4,6,4,6,3,1,5,5,5,3,3,7,3,2,2,2,2,2,1,4,5,7,7,1,10,1,1,4,"Male","Japan",2,1,0,0,1,2,NA
16,"Japanese",0,0,0,0,0,0,1,3,2,1,4,4,2,6,1,5,2,5,3,3,3,5,4,3,4,4,4,4,4,3,1,2,3,2,4,2,5,2,2,2,2,2,2,2,5,7,7,8,1,7,0,1,4,"Male","Japan",2,3,0,0,1,0,NA
17,"Japanese",1,0,0,0,0,0,1,3,4,4,1,4,1,4,1,6,1,6,2,4,3,4,2,2,4,4,4,4,4,2,1,4,4,4,4,4,1,3,3,4,4,3,4,1,4,7,7,6,1,18,0.00819672131147541,1,6,"Male","Japan",3,2,0,0,0,0,-1.8
18,"Japanese",0,0,0,0,0,0,1,3,4,2,4,4,4,5,3,5,4,5,3,4,3,5,4,3,4,3,3,3,3,3,3,2,2,3,3,3,5,3,3,3,3,3,2,4,4,5,6,4,1,10,0,1,5,"Male","Japan",4,6,0,0,0,0,0.8
19,"Japanese",0,0,0,0,0,0,1,3,1,4,1,3,1,2,6,6,6,6,2,3,6,6,6,6,4,4,6,6,6,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,10,10,10,1,8,NA,1,5,"Male","Japan",4,3,1,0,NA,NA,NA
20,"Japanese",1,0,0,0,0,0,1,3,5,2,5,5,1,2,1,6,1,6,1,5,5,4,5,5,6,6,6,6,5,4,1,3,2,1,2,2,5,3,3,3,3,2,2,2,5,8,8,9,0,20,0.083,1,7,"Male","Japan",2,2,0,0,2,2,NA
21,"Japanese",1,0,0,0,0,0,1,2,NA,4,3,5,NA,6,3,6,4,6,1,5,5,6,6,5,4,4,6,4,3,3,1,2,3,1,2,2,5,2,3,3,3,2,3,1,4,7,7,7,1,15,0,1,7,"Male","Japan",2,2,0,0,1,1,1.5
22,"Japanese",0,0,0,0,0,0,1,3,3,4,5,4,4,5,2,5,1,5,3,4,2,4,4,4,4,3,4,5,4,3,1,3,3,3,3,3,4,3,3,3,3,3,3,1,4,8,7,7,1,15,0.01,1,7,"Male","Japan",2,2,0,0,2,1,0.9
23,"Japanese",1,0,0,0,0,0,1,3,5,5,5,5,1,6,4,6,6,6,6,4,6,4,6,6,6,6,6,6,6,3,1,3,2,3,2,3,4,3,3,3,3,3,3,2,4,10,8,8,1,1,0,1,2,"Male","Japan",2,2,0,0,1,0,NA
24,"Japanese",0,0,0,0,0,0,1,3,2,5,5,5,4,5,1,4,1,6,4,4,5,4,5,5,5,3,3,5,5,3,1,2,2,3,2,3,4,3,2,2,2,3,3,1,4,7,7,7,1,18,0,1,6,"Male","Japan",2,2,0,0,1,1,NA
25,"Japanese",1,0,0,0,0,0,1,3,4,4,3,3,2,4,3,4,4,5,5,4,4,4,4,4,4,4,4,4,4,3,1,1,2,1,1,3,4,1,1,1,1,1,1,1,4,8,7,7,1,10,0,1,5,"Female","Japan",2,2,0,0,1,1,NA
26,"Japanese",0,0,0,0,0,0,1,3,4,4,3,5,4,6,6,5,6,6,4,5,5,5,5,5,5,5,3,3,5,3,3,3,3,3,3,2,5,3,4,4,4,3,3,4,5,6,6,5,1,20,1,1,6,"Male","Japan",3,2,0,0,0,0,NA
27,"Japanese",1,0,0,0,0,0,1,3,3,5,4,5,2,6,1,6,2,5,4,5,4,5,4,4,5,5,5,5,6,4,1,3,3,3,3,3,6,3,3,3,3,3,3,1,5,7,8,7,1,5,2,1,3,"Male","Japan",1,1,0,0,0,0,-2
28,"Japanese",1,0,0,0,0,0,1,2,4,4,3,3,1,4,5,6,6,5,4,4,5,6,5,5,5,4,6,5,5,3,2,3,3,2,3,2,5,3,2,3,3,2,2,3,5,5,5,6,1,30,0,1,9,"Male","Japan",1,3,1,0,1,0,-2.7
29,"Japanese",1,0,0,0,0,0,1,3,4,4,4,5,3,6,4,5,4,6,5,4,4,4,4,4,4,4,4,4,4,3,4,1,3,3,3,3,4,3,2,2,2,2,2,2,5,8,7,8,0,10,0,1,4,"Male","Japan",2,3,0,0,1,2,1.1
30,"Japanese",0,0,0,0,0,0,1,3,3,2,3,4,2,6,3,6,2,3,3,5,3,4,6,5,6,5,4,6,5,4,1,2,2,3,2,2,6,4,2,3,2,2,2,2,6,6,7,7,1,5,1,1,3,"Male","Japan",2,3,0,0,0,0,1
31,"Japanese",0,0,0,0,0,0,1,3,4,4,5,5,1,4,3,5,3,6,2,4,4,4,4,4,4,3,2,4,3,2,3,2,3,2,2,1,4,2,2,4,3,2,2,3,4,7,7,4,1,4,0,1,3,"Female","Japan",2,3,0,0,1,0,NA
32,"Japanese",0,0,0,0,0,0,1,3,2,4,4,4,3,5,5,5,5,3,2,5,3,2,3,3,3,5,3,5,3,5,5,2,2,2,2,2,7,3,2,NA,2,NA,2,5,7,8,9,10,0,10,0,1,5,"Male","Japan",3,3,0,0,1,2,2.9
33,"Japanese",0,0,0,0,0,0,1,3,4,4,3,5,4,4,3,5,5,6,4,4,5,4,5,5,4,3,3,4,5,2,2,1,2,2,2,2,4,2,2,2,2,3,2,3,4,6,6,5,0,30,0,1,9,"Female","Japan",3,5,0,0,0,0,NA
34,"Japanese",1,0,0,0,0,0,1,3,2,5,1,5,1,6,2,6,5,6,3,2,2,2,5,2,3,2,3,2,2,4,1,3,4,4,4,2,6,4,4,4,2,2,2,5,6,3,8,9,1,12,1,1,5,"Male","Japan",2,4,2,0,0,0,0.8
35,"Japanese",1,0,0,0,0,0,1,3,5,5,4,5,4,6,2,5,5,6,3,4,3,5,4,4,4,5,6,5,4,3,3,4,4,3,3,3,3,4,3,4,2,2,2,3,6,9,8,8,1,10,2,1,3,"Male","Japan",1,2,2,0,0,0,0.7
36,"Japanese",1,0,0,0,0,0,1,3,4,4,4,4,3,5,3,4,4,6,4,5,4,4,5,4,6,5,5,5,5,3,3,3,3,3,3,3,5,3,3,3,3,3,3,4,5,5,6,6,0,33,2,1,9,"Male","Japan",3,5,0,0,2,0,-0.3
37,"Japanese",0,0,0,0,0,1,0,3,5,4,3,5,5,6,4,6,4,6,5,5,4,5,5,5,6,4,6,5,5,2,1,1,2,2,2,2,4,2,3,3,3,3,2,3,4,7,7,7,1,1,1,1,3,"Male","Japan",3,5,0,1,0,0,NA
38,"Japanese",0,0,0,0,0,1,0,3,3,5,5,5,2,5,5,5,5,6,5,2,3,2,3,2,5,4,3,4,4,4,2,3,3,2,3,2,5,3,2,2,2,2,2,1,5,7,6,8,1,30,1,1,8,"Male","Japan",2,6,0,1,2,0,NA
39,"Japanese",0,0,0,0,0,0,1,3,4,2,2,4,1,4,2,5,2,5,2,3,3,2,2,3,5,5,5,5,5,4,2,5,2,3,3,2,5,2,5,3,4,4,4,3,3,6,7,4,1,5,0,1,3,"Male","Japan",3,4,0,0,0,0,3
40,"Japanese",1,0,0,0,0,0,1,3,4,5,5,5,4,6,6,6,6,6,5,6,5,5,5,5,4,4,3,5,5,4,4,4,5,5,3,2,7,2,4,2,4,5,4,3,4,4,8,4,1,12,0.2,1,5,"Male","Japan",3,3,0,0,1,0,-2.9
41,"Japanese",0,0,0,0,0,0,1,3,4,1,2,5,4,5,3,6,6,6,2,2,1,3,3,2,4,2,3,3,1,2,1,3,3,1,1,2,4,2,3,4,5,1,4,1,2,8,8,5,1,5,0,1,3,"Male","Japan",3,5,0,0,0,0,0
42,"Japanese",1,0,0,0,0,0,1,3,2,1,3,4,5,6,5,6,6,6,6,6,5,6,4,6,4,2,2,3,4,3,2,2,3,2,3,3,5,4,3,3,3,2,1,3,6,8,9,8,1,2,0.2,1,3,"Male","Japan",3,4,0,0,0,0,NA
43,"Japanese",1,0,0,0,0,0,1,3,4,5,5,5,4,5,5,5,4,5,3,4,4,4,4,3,5,5,6,5,5,3,2,3,3,4,4,3,3,3,4,4,4,4,3,1,3,6,5,4,1,32,0,1,8,"Female","Japan",2,5,1,0,3,0,-1.9
44,"Japanese",1,0,0,0,0,0,1,3,3,3,1,5,1,5,3,6,4,5,4,4,1,4,5,3,6,3,5,4,3,5,1,2,2,1,2,1,7,4,2,2,2,2,2,1,6,5,8,7,1,15,0,1,5,"Male","Japan",2,2,0,0,0,0,0.2
45,"Japanese",0,0,0,0,0,0,1,3,3,2,4,4,4,5,2,6,3,2,1,3,1,2,1,2,4,NA,NA,NA,NA,1,1,2,4,3,3,3,3,1,4,4,3,3,3,1,3,9,5,5,1,2,0,1,2,"NB","Japan",2,2,0,0,4,0,-0.4
46,"Japanese",1,0,0,0,0,0,1,3,3,3,5,4,3,5,3,5,4,5,3,5,4,4,4,4,3,3,3,3,3,2,3,2,2,1,1,1,6,4,2,4,2,2,1,1,6,5,8,8,1,8,0,1,4,"Male","Japan",2,2,1,0,1,1,NA
47,"Japanese",0,0,0,0,0,0,1,3,4,5,4,5,4,6,4,4,2,6,3,3,4,4,6,6,6,3,6,5,5,2,3,2,2,2,5,3,2,3,3,3,3,2,2,3,4,8,3,5,1,4,0,1,4,"Male","Japan",2,2,1,0,1,0,0.1
48,"Japanese",0,0,0,0,0,0,1,3,4,4,5,5,4,4,4,6,5,6,4,5,6,6,6,5,6,5,6,5,6,4,1,1,2,2,2,2,4,4,2,2,2,2,2,1,4,8,8,8,1,15,1,1,5,"Female","Japan",2,2,0,0,1,1,NA
49,"Japanese",1,0,0,0,0,0,1,3,4,4,5,4,4,5,5,5,5,5,4,6,5,5,4,5,5,5,5,5,5,4,2,2,2,2,3,2,6,4,2,2,2,2,2,2,6,7,9,8,1,19,0,1,6,"Male","Japan",2,2,0,0,1,2,-2.4
50,"Japanese",1,0,0,0,0,0,1,2,5,3,4,4,2,5,4,5,5,5,4,3,3,4,3,4,4,3,4,3,4,4,2,1,2,2,2,2,5,3,2,2,2,1,2,1,4,6,7,7,0,17,0,1,6,"Male","Japan",2,2,0,0,1,3,1.8
51,"Japanese",1,0,0,0,0,0,1,3,4,4,3,5,2,4,5,5,5,5,3,4,4,4,4,4,4,3,4,4,4,4,2,2,3,2,2,2,5,3,2,2,2,2,2,3,4,4,6,5,1,14,0,1,5,"Male","Japan",2,2,0,0,1,1,NA
52,"Japanese",1,0,0,0,0,0,1,3,4,4,4,4,2,5,3,5,2,3,3,2,4,2,6,5,5,2,2,5,4,3,2,3,3,2,2,2,4,2,2,3,3,3,2,2,4,5,6,6,1,18,0,1,5,"Male","Japan",1,4,0,0,1,0,NA
1,"Spanish",0,0,0,0,0,0,1,4,4,5,5,5,NA,6,6,6,6,6,6,6,6,6,6,6,4,3,4,3,3,4,3,3,NA,1,2,1,6,3,3,2,2,2,2,3,5,6,9,8,1,5,0,1,5,"Male","Spain",3,3,0,0,1,0,-1.7
2,"Spanish",0,0,0,0,0,1,0,4,1,2,5,5,3,6,6,6,6,4,6,6,6,6,5,6,5,6,6,6,6,4,4,2,2,2,2,1,7,2,2,2,2,2,2,1,7,8,10,8,1,6,1,1,3,"Female","Spain",2,3,0,1,1,0,-1.9
3,"Spanish",1,0,0,1,0,0,0,3,3,3,3,4,3,4,3,4,4,4,4,2,2,2,2,2,3,2,2,3,3,3,3,2,3,1,2,2,4,2,2,2,2,2,2,3,4,7,7,7,1,4,0,1,4,"Male","Spain",3,3,0,3,1,0,-0.4
4,"Spanish",1,0,0,0,0,0,1,3,4,4,5,5,2,4,3,6,5,6,4,4,5,5,4,4,4,4,3,4,4,5,1,2,3,3,2,1,7,5,2,2,2,2,1,3,7,7,9,9,1,13,1,1,5,"Male","Ireland",2,4,0,0,1,2,-2.1
5,"Spanish",1,0,0,0,0,0,1,3,4,5,4,5,2,6,6,4,4,6,6,4,4,5,5,5,4,3,3,4,2,4,3,2,2,2,2,2,7,1,3,4,3,3,3,3,4,6,9,4,1,12,0,0,4,"Male","Spain",4,2,0,0,1,0,NA
6,"Spanish",1,0,1,1,0,0,0,4,5,5,5,5,3,3,2,4,4,5,2,5,5,4,3,5,4,4,4,4,4,3,1,1,3,3,3,1,5,2,2,2,2,2,3,2,4,7,8,6,1,20,NA,1,6,"Male","Spain",1,3,0,4,NA,NA,NA
7,"Spanish",0,0,0,0,1,0,0,3,4,4,4,5,1,2,4,3,6,5,1,4,4,4,4,5,2,2,3,3,2,3,3,2,3,2,2,3,4,2,3,4,2,3,4,3,2,6,8,4,1,4,3,1,3,"Male","Spain",2,2,0,2,3,0,-0.8
8,"Spanish",1,0,0,0,0,0,1,3,5,4,5,5,2,4,6,6,6,6,4,4,4,4,3,4,3,4,4,4,4,3,2,2,4,2,3,1,4,3,2,3,2,3,2,3,4,8,8,7,1,12,4,1,4,"Male","Spain",3,2,0,0,1,0,NA
9,"Spanish",0,0,0,0,0,0,1,3,3,4,4,5,4,6,5,5,5,4,5,5,5,5,6,6,5,4,4,5,5,1,2,1,2,1,5,1,4,1,1,2,1,2,1,3,4,8,8,8,1,8,0,1,4,"Male","Spain",3,2,0,0,1,0,-3.1
10,"Spanish",1,0,0,0,0,1,0,3,3,5,5,5,3,6,4,4,4,5,5,5,3,3,4,4,6,5,6,5,5,3,3,3,4,3,3,3,6,4,2,3,2,2,2,3,5,7,8,9,1,17,0,1,7,"Female","Spain",3,4,0,1,3,0,-3.4
11,"Spanish",1,0,0,0,0,0,1,4,4,5,5,5,5,4,3,3,4,3,2,5,4,5,5,5,3,4,5,3,4,4,1,3,2,2,3,2,6,4,3,3,3,2,2,3,5,8,9,8,1,4,10,1,6,"Male","Spain",2,3,NA,0,1,2,1
12,"Spanish",0,0,0,0,0,0,1,3,4,3,3,5,4,1,2,2,2,1,1,4,4,4,4,4,4,2,4,3,3,5,2,3,2,3,3,2,7,3,3,3,5,3,3,3,5,7,9,7,0,15,2,1,4,"Male","United States",1,6,0,0,1,2,-1.7
13,"Spanish",1,0,0,0,0,0,1,3,1,1,5,5,1,6,6,6,5,6,6,5,4,5,5,6,3,4,3,4,5,4,2,1,2,3,2,2,5,4,2,2,1,2,2,3,7,8,7,9,0,4,7,1,3,"Female","Spain",2,2,0,0,1,0,NA
14,"Spanish",0,0,0,0,0,1,0,3,3,3,5,5,3,4,2,4,2,6,3,3,5,2,4,3,4,4,4,4,5,4,2,2,2,2,2,1,6,2,1,2,2,2,1,2,6,6,8,7,0,20,0,1,7,"Male","Spain",2,3,0,1,1,1,-2.9
15,"Spanish",1,0,0,0,0,0,1,3,2,5,5,5,5,6,3,4,4,6,6,6,6,6,6,6,6,6,6,6,6,3,2,3,4,3,4,3,4,1,4,3,3,2,3,3,4,10,9,9,1,20,15,1,6,"Male","Spain",0,1,NA,0,1,0,NA
16,"Spanish",1,0,0,0,0,1,0,3,3,2,5,5,3,5,2,5,2,2,2,5,4,5,4,4,5,3,4,4,3,4,1,1,1,3,2,4,6,2,2,3,2,3,3,2,4,7,9,7,1,4,0,1,3,"Male","Spain",3,6,0,1,2,0,-3
17,"Spanish",1,0,0,0,0,0,1,3,2,4,5,5,4,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,5,3,1,2,4,3,3,1,5,3,1,1,1,1,1,1,6,7,8,8,1,13,0,1,5,"Male","Spain",3,5,0,0,1,2,-2.5
18,"Spanish",1,0,0,0,1,0,0,3,3,NA,NA,5,5,5,1,1,4,1,2,5,4,5,5,5,2,2,2,2,2,4,1,2,2,2,2,NA,5,3,3,3,1,3,3,3,4,8,9,8,1,4,0,1,4,"Female","Spain",2,3,0,2,0,0,-2.8
19,"Spanish",1,0,0,0,0,1,0,3,2,4,4,4,2,6,3,6,3,6,6,6,6,6,6,6,6,6,6,6,6,4,1,1,1,1,1,2,6,5,1,1,1,1,1,1,7,9,10,10,0,15,0,1,5,"Male","Spain",3,3,0,1,1,0,NA
20,"Spanish",1,0,0,0,0,0,1,3,4,5,5,5,5,6,6,6,6,6,6,5,5,4,5,5,4,4,5,5,5,3,4,3,4,1,3,1,4,2,1,2,1,1,1,2,4,8,8,8,1,7,0,1,5,"Female","Spain",3,3,0,0,1,0,-3.1
21,"Spanish",0,0,0,0,0,0,1,3,1,4,5,5,2,5,4,6,5,5,5,5,4,6,5,5,5,6,5,5,6,3,1,2,2,2,2,1,6,3,4,1,2,1,1,1,5,9,9,9,1,35,0,1,8,"Male","Spain",2,2,0,0,3,0,-3.6
22,"Spanish",1,0,0,0,0,0,1,3,2,4,4,5,4,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,3,3,1,2,2,4,2,2,3,3,3,3,3,4,8,8,8,0,20,1,1,6,"Male","Spain",3,6,0,0,2,1,-0.1
23,"Spanish",0,0,0,1,0,1,0,3,2,3,5,5,2,5,2,5,2,6,4,5,5,4,5,5,4,5,6,6,6,3,2,1,3,2,4,1,5,3,3,2,3,2,2,3,4,9,9,8,1,4,0,1,3,"Male","Spain",2,2,0,3,1,0,NA
24,"Spanish",1,0,0,0,0,1,0,3,5,5,5,5,4,6,6,6,6,6,5,6,4,6,4,6,5,6,6,6,5,5,1,3,2,1,1,1,7,5,2,2,1,2,1,2,7,10,10,10,0,15,15,1,7,"Female","Ecuador",3,2,0,1,3,0,-1.9
25,"Spanish",0,0,0,0,0,0,1,3,1,5,5,5,3,6,6,6,4,6,6,6,5,6,4,6,4,1,4,5,4,4,1,2,2,2,2,2,6,3,2,4,2,2,2,4,5,7,9,7,0,5,5,1,3,"Male","Spain",3,4,0,0,1,0,-1
26,"Spanish",1,0,0,0,1,0,0,4,1,2,5,5,1,3,5,3,3,5,5,5,5,5,5,5,4,4,5,4,4,2,3,2,2,2,2,2,4,3,2,3,2,2,2,3,4,9,8,7,1,3,1,1,3,"Male","Spain",3,2,0,2,3,0,-3
27,"Spanish",0,0,0,0,0,0,1,3,3,2,5,5,4,5,5,5,4,6,5,4,5,5,5,5,5,3,5,5,4,4,1,2,1,1,1,1,6,4,1,1,2,1,1,2,7,7,9,8,1,8,1,1,3,"Male","Spain",2,4,0,0,1,0,NA
28,"Spanish",1,0,0,0,0,1,0,3,3,1,4,5,1,2,5,5,5,5,3,4,4,4,4,4,4,4,4,4,4,2,2,3,4,3,4,3,5,3,2,2,2,2,2,2,5,5,8,4,1,10,2,1,5,"Male","Spain",3,4,0,1,1,1,0.3
29,"Spanish",0,0,0,0,0,0,1,3,2,2,4,5,NA,6,4,6,1,5,6,4,4,5,4,4,3,3,3,3,3,4,1,1,1,1,1,1,7,3,4,5,4,4,2,1,6,9,10,7,1,10,0,1,4,"Male","Spain",3,2,0,0,0,0,-2.4
30,"Spanish",1,0,0,0,0,0,1,3,5,5,5,5,4,5,5,5,5,6,5,5,2,5,4,2,3,4,5,3,3,4,3,3,5,2,2,2,4,2,2,2,2,2,2,2,4,8,9,9,0,14,8,1,5,"Female","Spain",3,6,0,0,1,1,-2.8
31,"Spanish",1,0,0,0,0,0,1,3,1,5,5,5,2,4,5,5,5,5,3,3,3,5,5,4,4,3,4,4,4,NA,2,2,2,3,2,3,4,3,3,3,3,3,2,2,4,8,7,7,1,5,0,1,4,"Female","Spain",3,3,1,0,2,0,0.2
32,"Spanish",1,0,0,1,0,0,0,3,1,4,4,5,4,5,4,4,5,6,3,3,4,4,4,6,5,3,5,6,5,4,1,2,2,2,2,2,6,4,2,3,3,3,2,3,4,9,9,7,1,6,6,1,4,"Male","Spain",4,4,0,3,1,0,-2.9
33,"Spanish",1,0,0,0,0,0,1,3,4,5,5,4,1,5,2,4,5,5,2,5,5,5,5,5,4,3,4,4,5,4,1,2,3,2,2,2,6,2,2,4,3,3,3,2,3,8,8,5,1,8,0,1,3,"Male","Canada",3,4,0,0,2,0,-0.8
